,Orderid,Orderdatetime,Saleamount,Newcustomer,Position,Positiondatetime,Groupname,Networkname,Networkid,Brand,Positionname,DaysToConvert
256,11638830,5/1/12 19:20,310.36,N,2,4/3/12 20:41,CPM,Mediawhiz,n62974792,N,CONVERTER,28
257,11638830,5/1/12 19:20,310.36,N,1,3/30/12 17:18,CPM,Mediawhiz,n62974792,N,ASSIST,31
258,11638830,5/1/12 19:20,310.36,N,0,1/12/12 19:30,SEARCH MSN BRAND,Medifast Brand Terms >  Medifast >  medifast1,brand8146msn,Y,ORIGINATOR,109
259,11638845,5/1/12 19:25,176.13,Y,3,4/23/12 18:50,CPM,Mediawhiz,n62974792,N,CONVERTER,8
260,11638845,5/1/12 19:25,176.13,Y,2,4/23/12 18:49,CPM,Mediawhiz,n62974792,N,ASSIST,8
261,11638845,5/1/12 19:25,176.13,Y,1,4/23/12 18:49,CPM,Mediawhiz,n62974792,N,ROSTER,8
262,11638845,5/1/12 19:25,176.13,Y,0,4/23/12 18:48,CJ,Commission Junction,cj22,N,ORIGINATOR,8
263,11638911,5/1/12 19:50,262.22,N,3,5/1/12 19:41,BUZZ AFFILIATE,carefirst,carefirst,N,CONVERTER,0
264,11638911,5/1/12 19:50,262.22,N,2,5/1/12 19:37,BUZZ AFFILIATE,carefirst,carefirst,N,ASSIST,0
265,11638911,5/1/12 19:50,262.22,N,1,4/30/12 23:09,BUZZ AFFILIATE,carefirst,carefirst,N,ROSTER,1
266,11638911,5/1/12 19:50,262.22,N,0,4/29/12 1:26,CPM,Acerno,acerno,N,ORIGINATOR,2
267,11639011,5/1/12 20:23,108.31,N,3,3/20/12 3:40,CPM,Armonix,nar7467,N,CONVERTER,41
268,11639011,5/1/12 20:23,108.31,N,2,3/20/12 3:40,CPM,Armonix,nar7467,N,ASSIST,41
269,11639011,5/1/12 20:23,108.31,N,1,3/20/12 3:40,CPM,Armonix,nar7467,N,ROSTER,41
270,11639011,5/1/12 20:23,108.31,N,0,3/15/12 2:05,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000793,Y,ORIGINATOR,46
281,11639187,5/1/12 21:28,330,Y,5,4/26/12 16:58,CPM,Acerno,acerno,N,CONVERTER,5
282,11639187,5/1/12 21:28,330,Y,4,4/24/12 21:42,CPM,Armonix,nar7467,N,ASSIST,7
283,11639187,5/1/12 21:28,330,Y,3,4/24/12 21:16,CPM,Mediawhiz,n62974792,N,ROSTER,7
284,11639187,5/1/12 21:28,330,Y,2,4/24/12 21:16,CPM,Mediawhiz,n62974792,N,ROSTER,7
285,11639187,5/1/12 21:28,330,Y,1,4/24/12 21:16,CPM,Mediawhiz,n62974792,N,ROSTER,7
286,11639187,5/1/12 21:28,330,Y,0,4/24/12 20:57,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000793,Y,ORIGINATOR,7
287,11639234,5/1/12 21:41,326.92,Y,5,5/1/12 21:32,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
288,11639234,5/1/12 21:41,326.92,Y,4,3/31/12 17:17,CPM,Acerno,acerno,N,ASSIST,31
289,11639234,5/1/12 21:41,326.92,Y,3,3/31/12 1:12,CPM,Acerno,acerno,N,ROSTER,31
290,11639234,5/1/12 21:41,326.92,Y,2,3/31/12 1:01,CPM,Acerno,acerno,N,ROSTER,31
291,11639234,5/1/12 21:41,326.92,Y,1,2/18/12 21:36,CJ,Commission Junction,cj22,N,ROSTER,73
292,11639234,5/1/12 21:41,326.92,Y,0,2/18/12 21:22,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ORIGINATOR,73
303,11639312,5/1/12 22:17,263.45,Y,5,3/20/12 15:01,CPM,Acerno,acerno,N,CONVERTER,41
304,11639312,5/1/12 22:17,263.45,Y,4,3/20/12 15:00,CPM,Acerno,acerno,N,ASSIST,41
305,11639312,5/1/12 22:17,263.45,Y,3,3/17/12 2:04,CPM,Mediawhiz,n62974792,N,ROSTER,44
306,11639312,5/1/12 22:17,263.45,Y,2,3/17/12 2:03,CPM,Mediawhiz,n62974792,N,ROSTER,44
307,11639312,5/1/12 22:17,263.45,Y,1,3/17/12 2:03,CPM,Mediawhiz,n62974792,N,ROSTER,44
308,11639312,5/1/12 22:17,263.45,Y,0,2/12/12 2:19,Uncategorized,Uncategorized,uncategorized,N,ORIGINATOR,79
309,11639325,5/1/12 22:17,165.13,N,7,5/1/12 22:09,BUZZ AFFILIATE,ValueClick CPA,vc225,N,CONVERTER,0
310,11639325,5/1/12 22:17,165.13,N,6,5/1/12 21:44,CPM,Armonix,nar7467,N,ASSIST,0
311,11639325,5/1/12 22:17,165.13,N,5,4/30/12 21:34,BUZZ AFFILIATE,ValueClick CPA,vc225,N,ROSTER,1
312,11639325,5/1/12 22:17,165.13,N,4,4/30/12 17:15,CPM,Armonix,nar7467,N,ROSTER,1
313,11639325,5/1/12 22:17,165.13,N,3,4/30/12 16:55,CPM,Armonix,nar7467,N,ROSTER,1
314,11639325,5/1/12 22:17,165.13,N,2,4/30/12 16:52,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,1
315,11639325,5/1/12 22:17,165.13,N,1,4/30/12 16:51,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,1
316,11639325,5/1/12 22:17,165.13,N,0,4/30/12 16:38,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ORIGINATOR,1
317,11639344,5/1/12 22:23,211.71,N,8,5/1/12 22:19,CJ,Commission Junction,cj22,N,CONVERTER,0
318,11639344,5/1/12 22:23,211.71,N,7,5/1/12 22:11,CJ,Commission Junction,cj22,N,ASSIST,0
319,11639344,5/1/12 22:23,211.71,N,6,5/1/12 15:28,CPM,Accordant,n6899541,N,ROSTER,0
320,11639344,5/1/12 22:23,211.71,N,5,5/1/12 15:25,BUZZ AFFILIATE,ValueClick CPA,vc225,N,ROSTER,0
321,11639344,5/1/12 22:23,211.71,N,4,5/1/12 15:24,CPM,Adroll - adr,adr,N,ROSTER,0
322,11639344,5/1/12 22:23,211.71,N,3,5/1/12 15:24,BUZZ AFFILIATE,ValueClick CPA,vc225,N,ROSTER,0
323,11639344,5/1/12 22:23,211.71,N,1,5/1/12 15:24,CPM,Adroll - adr,adr,N,ROSTER,0
324,11639344,5/1/12 22:23,211.71,N,2,5/1/12 15:24,BUZZ AFFILIATE,ValueClick CPA,vc225,N,ROSTER,0
325,11639344,5/1/12 22:23,211.71,N,0,5/1/12 15:24,BUZZ AFFILIATE,ValueClick CPA,vc225,N,ORIGINATOR,0
326,11639358,5/1/12 22:28,182.95,Y,1,5/1/12 22:17,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
327,11639358,5/1/12 22:28,182.95,Y,0,5/1/12 21:59,SEARCH MSN BRAND,Medifast Brand Terms >  Medifast >  about medifast,brand3357msn,Y,ORIGINATOR,0
328,11639374,5/1/12 22:36,173,Y,8,5/1/12 3:44,CPM,Armonix,nar7467,N,CONVERTER,0
329,11639374,5/1/12 22:36,173,Y,7,5/1/12 3:41,CPM,Armonix,nar7467,N,ASSIST,0
330,11639374,5/1/12 22:36,173,Y,6,5/1/12 3:39,CPM,Magnetic,h987mag,N,ROSTER,0
331,11639374,5/1/12 22:36,173,Y,5,5/1/12 3:38,CPM,Armonix,nar7467,N,ROSTER,0
332,11639374,5/1/12 22:36,173,Y,4,5/1/12 3:36,CPM,Armonix,nar7467,N,ROSTER,0
333,11639374,5/1/12 22:36,173,Y,3,5/1/12 3:35,CPM,Armonix,nar7467,N,ROSTER,0
334,11639374,5/1/12 22:36,173,Y,2,4/30/12 10:57,CPM,Acerno,acerno,N,ROSTER,1
335,11639374,5/1/12 22:36,173,Y,1,4/30/12 10:42,CPM,Mediawhiz,n62974792,N,ROSTER,1
336,11639374,5/1/12 22:36,173,Y,0,4/30/12 10:42,CPM,Acerno,acerno,N,ORIGINATOR,1
345,11639402,5/1/12 22:44,263.25,Y,6,4/30/12 16:15,CPM,Adroll - adr,adr,N,CONVERTER,1
346,11639402,5/1/12 22:44,263.25,Y,5,4/30/12 16:13,CPM,Adroll - adr,adr,N,ASSIST,1
347,11639402,5/1/12 22:44,263.25,Y,4,4/26/12 5:50,CPM,Armonix,nar7467,N,ROSTER,5
348,11639402,5/1/12 22:44,263.25,Y,3,4/26/12 5:50,CPM,Armonix,nar7467,N,ROSTER,5
349,11639402,5/1/12 22:44,263.25,Y,2,4/25/12 5:24,CPM,Armonix,nar7467,N,ROSTER,6
350,11639402,5/1/12 22:44,263.25,Y,1,4/23/12 21:47,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast URL Options > medifast.com,g001200,Y,ROSTER,8
351,11639402,5/1/12 22:44,263.25,Y,0,4/23/12 21:36,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ORIGINATOR,8
352,11639491,5/1/12 23:24,140.24,N,4,5/1/12 23:22,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
353,11639491,5/1/12 23:24,140.24,N,3,5/1/12 23:22,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ASSIST,0
354,11639491,5/1/12 23:24,140.24,N,2,5/1/12 23:07,SEARCH MSN BRAND,Medifast Brand Terms >  Medifast URL Options >  www.medifast.com,brand8162msn,Y,ROSTER,0
355,11639491,5/1/12 23:24,140.24,N,1,5/1/12 23:06,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,0
356,11639491,5/1/12 23:24,140.24,N,0,5/1/12 23:06,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ORIGINATOR,0
357,11639508,5/1/12 23:31,173,Y,1,5/1/12 23:10,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
358,11639508,5/1/12 23:31,173,Y,0,5/1/12 23:08,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000793,Y,ORIGINATOR,0
359,11639527,5/1/12 23:56,264,Y,8,5/1/12 23:29,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
360,11639527,5/1/12 23:56,264,Y,7,5/1/12 23:20,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ASSIST,0
361,11639527,5/1/12 23:56,264,Y,6,5/1/12 22:50,CPM,AOL - February 2011,N9457P1A,N,ROSTER,0
362,11639527,5/1/12 23:56,264,Y,5,5/1/12 18:44,CPM,AOL - February 2011,N9457P1A,N,ROSTER,0
363,11639527,5/1/12 23:56,264,Y,4,5/1/12 8:58,CPM,Armonix,nar7467,N,ROSTER,0
364,11639527,5/1/12 23:56,264,Y,3,5/1/12 8:57,CPM,Armonix,nar7467,N,ROSTER,0
365,11639527,5/1/12 23:56,264,Y,2,5/1/12 8:56,CPM,Armonix,nar7467,N,ROSTER,0
366,11639527,5/1/12 23:56,264,Y,1,5/1/12 8:41,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > medifast,g000869,Y,ROSTER,0
367,11639527,5/1/12 23:56,264,Y,0,5/1/12 8:41,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000793,Y,ORIGINATOR,0
377,11639613,5/2/12 0:16,330,Y,1,4/30/12 22:34,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,2
378,11639613,5/2/12 0:16,330,Y,0,4/30/12 22:26,SEARCH MSN BRAND,Medifast Brand Terms >  Medifast >  about medifast,brand3357msn,Y,ORIGINATOR,2
379,11639618,5/2/12 0:15,315,Y,6,4/30/12 2:17,CPM,Armonix,nar7467,N,CONVERTER,2
380,11639618,5/2/12 0:15,315,Y,5,4/28/12 22:44,CPM,Mediawhiz,n62974792,N,ASSIST,4
381,11639618,5/2/12 0:15,315,Y,4,4/28/12 21:57,CPM,Mediawhiz,n62974792,N,ROSTER,4
382,11639618,5/2/12 0:15,315,Y,3,4/28/12 21:53,CPM,Mediawhiz,n62974792,N,ROSTER,4
383,11639618,5/2/12 0:15,315,Y,2,4/28/12 21:43,BUZZ AFFILIATE,ValueClick CPA,vc225,N,ROSTER,4
384,11639618,5/2/12 0:15,315,Y,1,4/27/12 1:35,PRINT - MAGAZINES,GetMedifast.com,getmedifast.com,N,ROSTER,5
385,11639618,5/2/12 0:15,315,Y,0,4/24/12 2:29,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ORIGINATOR,8
386,11639623,5/2/12 0:25,178.29,Y,1,5/2/12 0:03,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
387,11639623,5/2/12 0:25,178.29,Y,0,5/2/12 0:00,SEARCH MSN BRAND,Medifast Brand Terms >  Medifast URL Options >  medifast.com,brand8155msn,Y,ORIGINATOR,0
388,11639648,5/2/12 0:27,338.43,Y,9,3/29/12 1:05,CPM,Mediawhiz,n62974792,N,CONVERTER,33
389,11639648,5/2/12 0:27,338.43,Y,8,3/29/12 1:05,CPM,Mediawhiz,n62974792,N,ASSIST,33
390,11639648,5/2/12 0:27,338.43,Y,7,3/29/12 1:05,CPM,Mediawhiz,n62974792,N,ROSTER,33
391,11639648,5/2/12 0:27,338.43,Y,6,3/29/12 1:01,CPM,Armonix,nar7467,N,ROSTER,33
392,11639648,5/2/12 0:27,338.43,Y,5,3/29/12 0:59,CPM,Mediawhiz,n62974792,N,ROSTER,33
393,11639648,5/2/12 0:27,338.43,Y,4,3/29/12 0:58,CPM,AOL - February 2011,N9457P1A,N,ROSTER,33
394,11639648,5/2/12 0:27,338.43,Y,3,3/29/12 0:56,CPM,AOL - February 2011,N9457P1A,N,ROSTER,33
395,11639648,5/2/12 0:27,338.43,Y,2,3/29/12 0:53,CPM,Mediawhiz,n62974792,N,ROSTER,33
396,11639648,5/2/12 0:27,338.43,Y,1,3/29/12 0:52,CPM,Mediawhiz,n62974792,N,ROSTER,33
397,11639648,5/2/12 0:27,338.43,Y,0,3/28/12 0:42,CJ,Commission Junction,cj22,N,ORIGINATOR,34
398,11639664,5/2/12 0:26,276.23,N,7,5/1/12 21:50,CPM,Mediawhiz,n62974792,N,CONVERTER,1
399,11639664,5/2/12 0:26,276.23,N,6,5/1/12 21:50,CPM,Mediawhiz,n62974792,N,ASSIST,1
400,11639664,5/2/12 0:26,276.23,N,5,5/1/12 21:48,CPM,Mediawhiz,n62974792,N,ROSTER,1
401,11639664,5/2/12 0:26,276.23,N,4,5/1/12 21:48,CPM,Adroll - adr,adr,N,ROSTER,1
402,11639664,5/2/12 0:26,276.23,N,3,5/1/12 21:48,CPM,Adroll - adr,adr,N,ROSTER,1
403,11639664,5/2/12 0:26,276.23,N,2,5/1/12 21:46,CPM,Mediawhiz,n62974792,N,ROSTER,1
404,11639664,5/2/12 0:26,276.23,N,1,5/1/12 21:46,CPM,Adroll - adr,adr,N,ROSTER,1
405,11639664,5/2/12 0:26,276.23,N,0,5/1/12 21:46,CPM,Adroll - adr,adr,N,ORIGINATOR,1
410,11639803,5/2/12 1:16,236.2,Y,6,5/2/12 0:00,CPM,Armonix,nar7467,N,CONVERTER,0
411,11639803,5/2/12 1:16,236.2,Y,5,5/1/12 23:59,CPM,Armonix,nar7467,N,ASSIST,1
412,11639803,5/2/12 1:16,236.2,Y,4,5/1/12 23:59,CPM,Armonix,nar7467,N,ROSTER,1
413,11639803,5/2/12 1:16,236.2,Y,3,5/1/12 2:16,CPM,AOL - February 2011,N9457P1A,N,ROSTER,1
414,11639803,5/2/12 1:16,236.2,Y,2,4/29/12 22:10,CPM,Armonix,nar7467,N,ROSTER,3
415,11639803,5/2/12 1:16,236.2,Y,1,4/29/12 21:20,CPM,Armonix,nar7467,N,ROSTER,3
416,11639803,5/2/12 1:16,236.2,Y,0,4/29/12 14:52,CPM,Armonix,nar7467,N,ORIGINATOR,3
417,11639823,5/2/12 1:13,60.53,N,3,4/30/12 23:15,CPM,Armonix,nar7467,N,CONVERTER,2
418,11639823,5/2/12 1:13,60.53,N,2,4/25/12 5:25,CPM,Mediawhiz,n62974792,N,ASSIST,7
419,11639823,5/2/12 1:13,60.53,N,1,4/25/12 4:20,CPM,Mediawhiz,n62974792,N,ROSTER,7
420,11639823,5/2/12 1:13,60.53,N,0,4/25/12 3:18,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000793,Y,ORIGINATOR,7
421,11639898,5/2/12 1:40,268.36,Y,3,5/2/12 1:23,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
422,11639898,5/2/12 1:40,268.36,Y,2,5/2/12 1:23,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ASSIST,0
423,11639898,5/2/12 1:40,268.36,Y,1,5/2/12 1:22,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,0
424,11639898,5/2/12 1:40,268.36,Y,0,5/2/12 1:12,SEARCH MSN BRAND,Medifast Brand Terms >  Medifast >  about medifast,brand3357msn,Y,ORIGINATOR,0
425,11639925,5/2/12 1:51,161.16,N,2,5/2/12 1:14,CPM,Mediawhiz,n62974792,N,CONVERTER,0
426,11639925,5/2/12 1:51,161.16,N,1,5/2/12 1:10,CPM,Mediawhiz,n62974792,N,ASSIST,0
427,11639925,5/2/12 1:51,161.16,N,0,5/2/12 1:10,CPM,AOL - February 2011,N9457P1A,N,ORIGINATOR,0
428,11639983,5/2/12 2:23,354.95,Y,3,5/1/12 11:35,CPM,Armonix,nar7467,N,CONVERTER,1
429,11639983,5/2/12 2:23,354.95,Y,2,5/1/12 3:39,BUZZ AFFILIATE,ValueClick CPA,vc225,N,ASSIST,1
430,11639983,5/2/12 2:23,354.95,Y,1,5/1/12 3:38,CPM,Armonix,nar7467,N,ROSTER,1
431,11639983,5/2/12 2:23,354.95,Y,0,5/1/12 3:02,OTHER,MedifastHealth.com - Portal,medifasthealth,Y,ORIGINATOR,1
432,11640023,5/2/12 2:22,308.52,N,4,4/18/12 22:32,CPM,Armonix,nar7467,N,CONVERTER,14
433,11640023,5/2/12 2:22,308.52,N,3,4/18/12 22:31,CPM,Armonix,nar7467,N,ASSIST,14
434,11640023,5/2/12 2:22,308.52,N,2,4/18/12 22:31,CPM,Armonix,nar7467,N,ROSTER,14
435,11640023,5/2/12 2:22,308.52,N,1,4/15/12 23:18,CPM,Mediawhiz,n62974792,N,ROSTER,17
436,11640023,5/2/12 2:22,308.52,N,0,4/15/12 17:36,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000793,Y,ORIGINATOR,17
437,11640045,5/2/12 2:30,394.64,N,7,4/30/12 15:36,CPM,Accordant,n6899541,N,CONVERTER,2
438,11640045,5/2/12 2:30,394.64,N,6,4/30/12 10:10,CPM,Acerno,acerno,N,ASSIST,2
439,11640045,5/2/12 2:30,394.64,N,5,4/29/12 22:02,CPM,Acerno,acerno,N,ROSTER,3
440,11640045,5/2/12 2:30,394.64,N,4,4/29/12 17:09,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ROSTER,3
441,11640045,5/2/12 2:30,394.64,N,3,4/1/12 22:45,CPM,Acerno,acerno,N,ROSTER,31
442,11640045,5/2/12 2:30,394.64,N,2,3/25/12 19:19,CPM,Acerno,acerno,N,ROSTER,37
443,11640045,5/2/12 2:30,394.64,N,1,12/31/11 13:27,CPM,Acerno,acerno,N,ROSTER,122
444,11640045,5/2/12 2:30,394.64,N,0,12/11/11 22:57,OTHER,MedifastHealth.com - Portal,medifasthealth,Y,ORIGINATOR,141
447,11640074,5/2/12 2:43,177.93,Y,4,5/2/12 2:37,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
448,11640074,5/2/12 2:43,177.93,Y,3,5/2/12 2:34,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast Coupons > medifast coupons,g001158,Y,ASSIST,0
449,11640074,5/2/12 2:43,177.93,Y,2,4/28/12 23:26,CPM,Mediawhiz,n62974792,N,ROSTER,4
450,11640074,5/2/12 2:43,177.93,Y,1,4/28/12 23:26,CPM,Mediawhiz,n62974792,N,ROSTER,4
451,11640074,5/2/12 2:43,177.93,Y,0,4/28/12 17:24,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ORIGINATOR,4
452,11640114,5/2/12 2:55,75.51,Y,7,4/12/12 13:44,CPM,Mediawhiz,n62974792,N,CONVERTER,20
453,11640114,5/2/12 2:55,75.51,Y,6,4/12/12 13:42,CPM,Mediawhiz,n62974792,N,ASSIST,20
454,11640114,5/2/12 2:55,75.51,Y,5,4/9/12 14:53,CPM,Mediawhiz,n62974792,N,ROSTER,23
455,11640114,5/2/12 2:55,75.51,Y,4,4/8/12 23:30,CPM,Armonix,nar7467,N,ROSTER,24
456,11640114,5/2/12 2:55,75.51,Y,3,4/1/12 3:19,CPM,Mediawhiz,n62974792,N,ROSTER,31
457,11640114,5/2/12 2:55,75.51,Y,2,3/25/12 4:23,CPM,Mediawhiz,n62974792,N,ROSTER,37
458,11640114,5/2/12 2:55,75.51,Y,1,3/24/12 1:52,CPM,AOL - February 2011,N9457P1A,N,ROSTER,38
459,11640114,5/2/12 2:55,75.51,Y,0,3/4/12 3:04,SEARCH GOOGLE NON-BRAND,diet bars,g2011031800008,N,ORIGINATOR,58
460,11640137,5/2/12 3:08,145.29,Y,2,5/2/12 2:56,CPM,Armonix,nar7467,N,CONVERTER,0
461,11640137,5/2/12 3:08,145.29,Y,1,5/2/12 2:55,CPM,Armonix,nar7467,N,ASSIST,0
462,11640137,5/2/12 3:08,145.29,Y,0,5/2/12 2:44,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000793,Y,ORIGINATOR,0
463,11640178,5/2/12 3:34,358.9,Y,4,5/1/12 20:41,CPM,Adroll - adr,adr,N,CONVERTER,1
464,11640178,5/2/12 3:34,358.9,Y,3,5/1/12 5:34,CPM,Adroll - adr,adr,N,ASSIST,1
465,11640178,5/2/12 3:34,358.9,Y,2,4/29/12 12:29,BUZZ AFFILIATE,ValueClick CPA,vc225,N,ROSTER,3
466,11640178,5/2/12 3:34,358.9,Y,1,4/29/12 12:24,BUZZ AFFILIATE,ValueClick CPA,vc225,N,ROSTER,3
467,11640178,5/2/12 3:34,358.9,Y,0,4/29/12 12:22,CPM,Mediawhiz,n62974792,N,ORIGINATOR,3
468,11640248,5/2/12 3:53,396,Y,1,4/30/12 0:53,CPM,Mediawhiz,n62974792,N,CONVERTER,2
469,11640248,5/2/12 3:53,396,Y,0,4/29/12 19:54,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > medifast,g000869,Y,ORIGINATOR,3
470,11640255,5/2/12 3:57,667.72,N,2,4/30/12 4:37,CPM,Acerno,acerno,N,CONVERTER,2
471,11640255,5/2/12 3:57,667.72,N,1,4/30/12 1:10,CPM,Adroll - adr,adr,N,ASSIST,2
472,11640255,5/2/12 3:57,667.72,N,0,4/30/12 0:00,CPM,Acerno,acerno,N,ORIGINATOR,2
480,11640278,5/2/12 4:17,353.27,Y,5,5/2/12 2:56,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,0
481,11640278,5/2/12 4:17,353.27,Y,4,5/2/12 2:56,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ASSIST,0
482,11640278,5/2/12 4:17,353.27,Y,3,5/2/12 2:56,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,0
483,11640278,5/2/12 4:17,353.27,Y,2,5/2/12 2:53,CPM,Adroll - adr,adr,N,ROSTER,0
484,11640278,5/2/12 4:17,353.27,Y,1,5/2/12 2:29,CJ,Commission Junction,cj22,N,ROSTER,0
485,11640278,5/2/12 4:17,353.27,Y,0,5/2/12 2:29,CJ,Commission Junction,cj22,N,ORIGINATOR,0
486,11640310,5/2/12 4:50,259.8,N,7,5/2/12 4:32,CPM,Armonix,nar7467,N,CONVERTER,0
487,11640310,5/2/12 4:50,259.8,N,6,5/2/12 4:32,CPM,Armonix,nar7467,N,ASSIST,0
488,11640310,5/2/12 4:50,259.8,N,5,5/2/12 4:32,CPM,Armonix,nar7467,N,ROSTER,0
489,11640310,5/2/12 4:50,259.8,N,4,5/2/12 4:30,CPM,Adroll - adr,adr,N,ROSTER,0
490,11640310,5/2/12 4:50,259.8,N,3,5/2/12 3:09,CPM,Adroll - adr,adr,N,ROSTER,0
491,11640310,5/2/12 4:50,259.8,N,2,5/1/12 22:02,CPM,Adroll - adr,adr,N,ROSTER,1
492,11640310,5/2/12 4:50,259.8,N,1,5/1/12 21:33,CPM,Armonix,nar7467,N,ROSTER,1
493,11640310,5/2/12 4:50,259.8,N,0,5/1/12 3:31,BUZZ AFFILIATE,ValueClick CPA,vc225,N,ORIGINATOR,1
494,11640314,5/2/12 5:29,416.27,Y,6,5/1/12 22:42,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,CONVERTER,1
495,11640314,5/2/12 5:29,416.27,Y,5,5/1/12 22:29,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000793,Y,ASSIST,1
496,11640314,5/2/12 5:29,416.27,Y,4,1/11/12 22:45,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast Coupons > medifast coupons,g001158,Y,ROSTER,111
497,11640314,5/2/12 5:29,416.27,Y,3,1/11/12 22:44,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,111
498,11640314,5/2/12 5:29,416.27,Y,2,1/5/12 0:23,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ROSTER,117
499,11640314,5/2/12 5:29,416.27,Y,1,1/2/12 0:43,CPM,Acerno,acerno,N,ROSTER,120
500,11640314,5/2/12 5:29,416.27,Y,0,1/1/12 18:21,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ORIGINATOR,121
501,11640349,5/2/12 5:20,30.43,N,5,5/2/12 3:35,CPM,Mediawhiz,n62974792,N,CONVERTER,0
502,11640349,5/2/12 5:20,30.43,N,4,5/2/12 3:35,CPM,Mediawhiz,n62974792,N,ASSIST,0
503,11640349,5/2/12 5:20,30.43,N,3,5/2/12 3:28,CPM,Mediawhiz,n62974792,N,ROSTER,0
504,11640349,5/2/12 5:20,30.43,N,2,5/2/12 3:24,CPM,Armonix,nar7467,N,ROSTER,0
505,11640349,5/2/12 5:20,30.43,N,1,5/2/12 3:24,CPM,Armonix,nar7467,N,ROSTER,0
506,11640349,5/2/12 5:20,30.43,N,0,5/2/12 3:23,CPM,Armonix,nar7467,N,ORIGINATOR,0
507,11640392,5/2/12 6:36,642,N,1,5/2/12 6:08,CPM,AOL - February 2011,N9457P1A,N,CONVERTER,0
508,11640392,5/2/12 6:36,642,N,0,5/2/12 5:58,SEARCH GOOGLE BRAND,G: Medifast Brand Terms > Medifast > ,g000791,Y,ORIGINATOR,0
509,11642984,5/2/12 10:23,269.56,Y,3,5/2/12 10:09,CJ,Commission Junction,cj22,N,CONVERTER,0
510,11642984,5/2/12 10:23,269.56,Y,2,5/2/12 10:09,CJ,Commission Junction,cj22,N,ASSIST,0
511,11642984,5/2/12 10:23,269.56,Y,1,5/2/12 10:06,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ROSTER,0
512,11642984,5/2/12 10:23,269.56,Y,0,5/2/12 10:06,BUZZ AFFILIATE,Buzz CPA Affiliate,buzz23,N,ORIGINATOR,0
513,11643030,5/2/12 11:57,213.49,Y,4,4/30/12 12:14,CPM,Armonix,nar7467,N,CONVERTER,2
